MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
4.7211,98.2812,318.525,318.2791412,23,282.237,1,2,1,1,2,8,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19bc0>
0.7728,46.716,167.208,167.0946287,12,154.104,4,3,3,4,3,2,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19c40>
1.771,60.7947,217.268,217.1102787,16,202.148,1,3,2,1,3,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19cc0>
3.783,98.2715,335.879,335.1764401,23,309.671,2,4,4,2,5,9,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19d40>
1.1278,50.1957,183.251,183.1259288,13,166.115,1,3,2,1,3,2,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19dc0>
0.9834,54.0858,218.253,218.1266571,15,200.109,4,6,4,4,6,6,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19e40>
1.4178,45.3174,167.208,167.0946287,12,154.104,2,3,2,2,3,1,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19ec0>
1.7658,94.0486,358.434,358.1780239,26,332.226,2,5,5,2,5,2,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19f40>
3.783,98.2715,335.879,335.1764401,23,309.671,2,4,4,2,5,9,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f19fc0>
3.9404,87.2048,287.447,287.2249145,21,258.215,1,2,2,1,2,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a040>
0.5715,47.329,181.215,181.0971541,13,168.111,0,4,2,0,4,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a0c0>
3.9242,86.0835,289.419,289.2041791,21,262.203,0,3,3,0,3,8,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a140>
1.5576,95.0484,360.45,360.193674,26,332.226,3,5,5,3,5,2,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a1c0>
2.1284,104.5956,402.487,402.2042387,29,372.247,2,6,6,2,6,3,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a240>
-1.72356,95.6209,376.369,376.1382844,27,356.209,5,10,9,5,10,5,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a2c0>
1.5132,39.0668,144.601,144.0341926,9,135.529,1,1,1,1,2,2,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a340>
2.4445,105.0386,422.493,422.2104669,30,391.245,2,6,6,2,7,3,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a3c0>
0.6959,53.5602,197.234,197.1051933,14,182.114,3,4,4,3,4,4,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a440>
1.2819,45.4602,151.209,151.099714,11,138.105,3,2,2,3,2,2,60,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a4c0>
9.1576,140.896,450.707,450.3497807,33,404.339,0,2,2,0,2,14,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a540>
4.6392,148.7502,537.576,536.2673848,36,495.24,2,6,2,2,8,14,198,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a5c0>
2.0853,66.8407,233.311,233.1415788,17,214.159,1,3,3,1,3,3,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a640>
2.4206,52.0767,167.296,167.1673997,12,146.128,1,1,1,1,1,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a6c0>
5.9696,120.356,428.613,428.2926598,31,388.293,0,4,4,0,4,6,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a740>
4.241,87.184,284.428,284.1347196,20,264.268,0,2,3,0,3,4,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a7c0>
2.7045,99.2722,352.454,352.1907201,26,326.246,1,4,3,1,4,4,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a840>
2.618,109.4602,649.968,649.7827754,23,638.88,3,5,5,3,8,5,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a8c0>
3.0559,105.6548,374.912,374.1761058,26,347.696,1,4,4,1,5,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a940>
1.333,56.188,203.241,203.0946287,15,190.137,0,3,2,0,3,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1a9c0>
3.6366,85.6218,283.415,283.1936144,21,258.215,1,2,2,1,2,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1aa40>
1.736,52.5997,177.247,177.1153641,13,162.127,1,2,2,1,2,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1aac0>
3.4082,104.9854,352.478,352.2150781,26,324.254,2,4,4,2,4,6,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1ab40>
2.6743,126.8036,475.626,475.293388,34,434.298,2,7,7,2,7,7,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1abc0>
4.5802,107.577,373.953,373.1379464,25,349.761,0,3,4,0,5,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1ac40>
3.66262,83.97,269.388,269.1779644,20,246.204,0,2,2,0,2,6,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1acc0>
1.333,56.188,203.241,203.0946287,15,190.137,0,3,2,0,3,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1ad40>
3.3322,89.0726,336.447,336.210073,24,307.215,2,3,3,2,4,0,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1adc0>
3.66262,83.97,269.388,269.1779644,20,246.204,0,2,2,0,2,6,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1ae40>
5.55562,117.766,390.958,390.1862765,28,363.742,0,2,2,0,3,5,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1aec0>
2.914,41.1565,184.147,184.0664592,11,170.035,0,3,3,0,5,4,68,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1af40>
2.0432,78.04,303.209,302.0720078,19,285.065,0,3,3,0,5,9,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1afc0>
1.78302,69.8072,270.354,270.1038134,18,252.21,2,5,3,2,6,5,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b040>
2.7045,96.8392,340.443,340.1907201,25,314.235,1,4,3,1,4,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b0c0>
4.5707,170.3977,634.726,634.2890309,46,592.39,1,11,10,1,11,9,246,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b140>
5.55562,117.766,390.958,390.1862765,28,363.742,0,2,2,0,3,5,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b1c0>
4.1115,108.7988,353.53,353.2587401,26,320.266,2,3,1,2,3,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b240>
3.9427,113.6058,403.979,403.1485111,27,377.771,1,4,5,1,6,6,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b2c0>
4.1625,154.1352,578.662,578.2628162,42,540.358,1,10,9,1,10,7,224,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b340>
3.9277,83.393,319.246,318.0731607,19,300.094,0,2,2,0,3,5,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b3c0>
1.2994,55.1017,204.229,204.0898776,15,192.133,1,4,2,1,4,2,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b440>
3.4925,85.8758,298.426,298.1932801,22,272.218,1,2,2,1,2,0,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b4c0>
4.0633,95.423,340.463,340.2038448,25,312.239,0,3,3,0,3,1,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b540>
2.858,70.838,252.269,252.0786442,19,240.173,0,3,3,0,3,2,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b5c0>
6.5447,131.729,433.039,432.2332267,31,399.775,0,2,2,0,3,5,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b640>
3.9156,91.3938,310.437,310.1932801,23,284.229,1,2,2,1,2,1,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b6c0>
3.6366,85.9458,298.426,298.1932801,22,272.218,1,2,2,1,2,0,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b740>
4.2755,102.367,339.479,339.2198292,25,310.247,0,3,3,0,3,8,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b7c0>
0.5302,60.0312,241.243,241.0950226,17,226.123,3,6,5,3,6,6,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b840>
1.3424,62.1622,258.324,258.0132842,16,248.244,2,5,5,2,7,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b8c0>
-0.5549,28.5675,122.103,122.0247519,9,118.071,0,3,3,0,3,1,46,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b940>
3.91752,88.169,278.399,278.1782987,21,256.223,0,2,2,0,2,4,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1b9c0>
5.2598,92.186,352.425,352.1221043,24,333.273,0,2,3,0,6,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1ba40>
0.1299,62.1257,295.729,294.9488254,17,289.681,3,7,5,3,10,1,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bac0>
1.8036,99.5954,374.477,374.2093241,27,344.237,3,5,5,3,5,2,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bb40>
0.8846,117.7096,473.542,473.2180916,34,440.278,2,8,8,2,8,6,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bbc0>
0.6205,96.7872,394.439,394.1791668,28,367.223,4,6,6,4,7,2,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bc40>
2.4188,108.5986,434.504,434.2104669,31,403.256,2,6,6,2,7,2,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bcc0>
1.7621,115.8816,478.513,478.2002962,34,447.265,2,8,8,2,9,4,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bd40>
2.8346,158.5502,603.75,603.3618615,42,550.326,1,12,12,1,12,32,244,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bdc0>
4.0405,82.7248,280.323,280.1099444,21,264.195,1,3,3,1,3,3,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1be40>
3.3834,81.369,271.404,271.1936144,20,246.204,0,2,2,0,2,1,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bec0>
1.6155,65.3668,273.741,273.0226419,17,261.645,0,4,3,0,6,1,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f1bf40>
0.9739,51.0104,225.16,225.0385703,16,218.104,0,8,6,0,8,3,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24040>
1.7745,41.8447,169.567,168.993056,11,165.535,1,3,2,1,4,0,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f240c0>
4.487,91.731,298.455,298.1503697,21,276.279,0,2,3,0,3,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24140>
2.5085,24.623,197.381,195.8902245,7,196.373,0,0,0,0,5,0,44,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f241c0>
0.2882,59.2084,305.164,303.914604,16,299.116,4,6,4,4,10,2,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24240>
1.6155,65.3668,273.741,273.0226419,17,261.645,0,4,3,0,6,1,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f242c0>
4.9456,107.569,407.505,407.1643034,28,383.313,0,3,4,0,7,4,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24340>
3.7955,113.6804,404.491,404.1194635,29,384.331,0,5,3,0,6,6,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f243c0>
1.3066,70.7867,262.309,262.1317424,19,244.165,1,5,3,1,5,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24440>
2.7317,97.4218,344.455,344.2099928,25,316.231,1,5,5,1,5,5,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f244c0>
1.9664,48.4124,149.237,149.1204495,11,134.117,2,1,1,2,1,2,60,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24540>
1.7379,65.4632,276.745,276.033541,17,263.641,2,5,3,2,7,4,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f245c0>
1.8957,99.9444,392.467,392.1999022,28,363.235,3,5,5,3,6,2,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24640>
0.7487,106.4171,470.43,470.1516799,32,442.206,2,8,8,2,10,4,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f246c0>
2.4665,109.4916,434.504,434.2104669,31,403.256,2,6,6,2,7,3,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24740>
2.5996,63.1555,205.301,205.1466642,15,186.149,0,2,2,0,2,5,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f247c0>
1.3499,65.6794,242.344,242.1088988,16,224.2,2,4,3,2,5,4,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24840>
0.1577,49.004,189.224,189.048955,11,177.128,0,3,1,0,5,3,62,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f248c0>
1.0672,45.0512,151.209,151.099714,11,138.105,3,2,2,3,2,2,60,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24940>
0.7452,78.1306,301.342,301.1314081,22,282.19,2,5,5,2,5,0,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f249c0>
-1.4238,48.7022,236.278,236.0037821,14,228.214,2,7,6,2,9,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24a40>
2.9233,98.5326,376.468,376.2049876,27,347.236,2,4,4,2,5,1,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24ac0>
4.3081,113.5978,437.531,437.1748681,30,411.323,1,4,5,1,8,6,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24b40>
2.0227,68.1701,260.334,260.1736072,18,236.142,3,6,4,3,6,7,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24bc0>
2.0227,68.1701,260.334,260.1736072,18,236.142,3,6,4,3,6,7,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24c40>
-0.3513,61.6364,297.745,296.9644754,17,289.681,4,7,5,4,10,1,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24cc0>
5.8856,110.68,370.587,370.1537408,25,344.379,0,2,4,0,4,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24d40>
3.875,90.469,280.415,280.1939488,21,256.223,0,2,2,0,2,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24dc0>
4.241,89.617,296.439,296.1347196,21,276.279,0,2,3,0,3,2,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24e40>
4.6552,106.435,386.532,386.2457096,28,352.26,0,4,4,0,4,2,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24ec0>
6.7622,166.26,556.792,556.397759,40,504.376,0,8,4,0,8,15,222,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24f40>
3.4891,78.0998,274.404,274.1932801,20,248.196,1,2,2,1,2,0,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f24fc0>
0.6924,42.3361,136.198,136.1000484,10,124.102,3,2,2,3,2,3,54,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25040>
3.8868,86.331,281.399,281.1779644,21,258.215,0,2,2,0,2,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f250c0>
0.0141,61.6284,331.297,330.9908324,20,323.233,4,7,5,4,12,1,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25140>
4.241,89.617,296.439,296.1347196,21,276.279,0,2,3,0,3,2,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f251c0>
1.41762,61.9879,231.255,231.1007767,17,218.151,2,5,4,2,5,4,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25240>
2.6069,66.2159,256.328,256.1130776,15,233.144,0,4,4,0,6,8,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f252c0>
5.30824,123.622,382.531,382.2277743,29,354.307,0,3,2,0,3,4,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25340>
3.9624,94.0908,311.469,311.2249145,23,282.237,1,2,2,1,2,5,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f253c0>
-0.89881,42.6698,235.128,235.0207888,16,228.072,0,10,8,0,10,4,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25440>
-1.2782,37.3542,191.139,191.042987,13,182.067,1,7,6,1,7,2,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f254c0>
2.2062,81.5968,284.359,284.1524779,21,264.199,1,4,3,1,4,6,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25540>
2.72624,74.8147,246.354,246.1732133,18,224.178,1,3,2,1,3,2,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f255c0>
3.5276,84.0638,289.806,289.1233419,20,269.646,1,2,2,1,3,5,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25640>
2.4335,103.6727,431.948,430.9834966,26,417.836,3,7,6,3,11,5,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f256c0>
1.884,59.1912,261.089,260.0248197,14,245.969,1,4,2,1,7,5,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25740>
4.8523,112.21,416.583,416.2021305,29,384.327,0,4,5,0,5,1,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f257c0>
1.6254,90.6954,421.422,421.0377826,27,407.31,4,7,5,4,12,3,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25840>
-0.7977,27.6414,130.078,130.0178556,9,127.054,2,4,2,2,5,0,48,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f258c0>
2.0782,57.227,191.274,191.1310142,14,174.138,0,2,2,0,2,1,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25940>
1.8492,83.0365,299.761,299.0825397,21,285.649,1,4,3,1,5,1,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f259c0>
0.821,76.0514,380.662,378.9021808,20,372.598,4,7,5,4,12,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25a40>
0.9242,79.7322,338.772,338.0128055,22,327.684,4,6,4,4,8,2,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25ac0>
-3.6086,254.3753,1007.207,1006.436458,69,940.679,16,24,15,16,26,17,382,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25b40>
3.2226,122.1772,775.864,775.6794234,24,765.784,3,5,5,3,9,5,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25bc0>
1.9078,67.0821,239.315,239.1521435,17,218.147,4,4,4,4,4,5,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25c40>
1.5012,41.7754,133.194,133.0891494,10,122.106,2,1,1,2,1,1,52,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25cc0>
0.4492,36.1647,141.17,141.0789786,10,130.082,1,3,2,1,3,1,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25d40>
4.8321,101.7835,340.492,340.1609344,24,316.3,0,3,4,0,4,5,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25dc0>
2.8716,109.2347,399.443,399.1681875,29,374.243,1,7,6,1,7,5,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25e40>
1.3279,49.9235,165.236,165.1153641,12,150.116,2,2,2,2,2,3,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25ec0>
1.9309,79.9558,289.375,289.1677936,21,266.191,1,4,4,1,4,4,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25f40>
3.7496,77.517,239.362,239.1673997,18,218.194,0,1,1,0,1,5,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f25fc0>
0.59769,43.4858,167.197,167.0265662,11,162.157,4,5,4,4,6,0,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26040>
1.9309,79.9558,289.375,289.1677936,21,266.191,1,4,4,1,4,4,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f260c0>
5.48328,134.321,452.598,452.2463783,34,420.342,0,4,4,0,4,8,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26140>
3.2206,57.6176,194.274,194.1306798,14,176.13,2,2,2,2,2,5,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f261c0>
5.188,92.267,315.869,315.0848483,21,297.725,0,1,2,0,3,3,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26240>
0.5983,75.9047,360.244,358.9568032,20,349.156,3,7,5,3,11,2,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f262c0>
3.4934,92.5358,324.38,324.1473925,24,304.22,1,5,3,1,5,5,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26340>
0.09202,40.7042,171.156,171.0643911,12,162.084,1,6,5,1,6,3,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f263c0>
4.6979,94.565,287.406,287.1673997,22,266.238,0,1,1,0,1,0,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26440>
1.8957,99.9444,392.467,392.1999022,28,363.235,3,5,5,3,6,2,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f264c0>
2.4665,109.4916,434.504,434.2104669,31,403.256,2,6,6,2,7,3,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26540>
3.6368,123.3426,476.585,476.2574171,34,439.289,2,6,6,2,7,6,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f265c0>
3.9909,220.4283,810.989,810.4203794,59,752.525,3,13,12,3,13,7,316,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26640>
3.46446,66.467,228.247,228.0786442,17,216.151,0,3,3,0,3,0,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f266c0>
4.1686,90.542,277.411,277.1830497,21,254.227,0,1,1,0,1,3,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26740>
1.36602,62.9029,253.283,253.0521122,17,242.195,3,6,5,3,7,3,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f267c0>
5.0388,118.965,399.629,399.1802899,27,370.397,0,3,5,0,5,6,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26840>
2.3668,108.8776,452.494,452.2010451,32,422.254,2,6,6,2,8,2,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f268c0>
2.4987,108.6226,436.52,436.226117,31,403.256,2,6,6,2,7,2,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26940>
2.4563,88.6362,318.437,318.2063702,23,290.213,1,4,3,1,4,4,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f269c0>
-0.0176,140.0252,504.636,504.3172518,36,464.316,4,12,12,4,12,12,200,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26a40>
1.655,88.5647,439.89,438.9708812,25,426.786,3,7,6,3,14,4,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26ac0>
0.3472,61.3364,252.101,251.022832,15,241.013,2,5,3,2,7,5,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26b40>
2.6371,65.8305,226.279,226.1106131,17,212.167,0,3,3,0,3,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26bc0>
1.2782,49.5024,166.249,166.0564693,11,156.169,2,2,2,2,3,2,58,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26c40>
2.0293,27.45,164.966,163.9607265,8,160.934,0,1,1,0,5,2,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26cc0>
1.2295,89.4014,389.886,389.0270757,24,373.758,4,7,5,4,10,2,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26d40>
0.8334,73.8012,253.269,253.1075934,19,242.181,6,7,7,6,7,1,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26dc0>
1.79064,59.6827,221.256,221.1051933,16,206.136,1,4,3,1,4,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26e40>
3.1538,81.81,284.746,284.0716407,20,271.642,0,3,2,0,4,1,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26ec0>
0.8788,67.9931,289.744,289.0287899,18,277.648,4,6,4,4,8,2,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f26f40>
