MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
4.2452,111.7137,456.322,455.0902428,30,433.138,1,7,7,1,9,7,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5940>
0.7922,69.4399,254.265,254.0822668,19,242.169,2,4,4,2,4,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da59c0>
-0.04198,123.0131,505.583,505.0428042,33,488.447,3,11,12,3,14,7,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5a40>
2.9206,103.8426,381.533,381.2646479,27,344.237,2,5,5,2,5,15,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5ac0>
2.16972,76.7809,284.381,284.1194635,19,264.221,2,5,5,2,6,6,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5b40>
4.8416,129.9512,444.656,444.3239599,32,400.304,4,4,4,4,4,5,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5bc0>
2.6939,119.3842,439.455,439.152412,33,420.303,1,9,8,1,9,7,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5c40>
-1.5622,36.2178,181.162,181.0794076,12,170.074,4,4,4,4,6,5,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5cc0>
5.182,116.1028,440.411,439.1680992,29,409.163,1,4,3,1,6,5,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5d40>
3.9333,97.7397,325.452,325.2041791,24,298.236,1,3,3,1,3,8,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5dc0>
-0.5278,72.5301,283.348,283.1663308,20,260.164,3,6,5,3,6,6,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5e40>
6.3414,160.5802,555.868,555.4520202,40,496.396,1,5,4,1,5,6,226,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5ec0>
1.2687,121.3582,460.56,460.1892744,32,432.336,2,10,8,2,11,7,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5f40>
1.2345,88.263,354.835,354.0572303,23,337.699,0,5,6,0,7,4,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da5fc0>
1.2345,88.263,354.835,354.0572303,23,337.699,0,5,6,0,7,4,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6040>
-0.0374,144.1231,604.721,604.0439497,39,584.561,3,13,14,3,17,9,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da60c0>
3.1347,87.6467,295.411,295.1143185,21,278.275,1,3,4,1,4,0,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6140>
2.3108,89.749,326.396,326.1630426,24,304.22,2,5,4,2,5,2,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da61c0>
2.3108,89.749,326.396,326.1630426,24,304.22,2,5,4,2,5,2,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6240>
3.1259,118.8536,464.986,464.1965665,32,431.722,2,6,6,2,7,4,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da62c0>
2.6996,126.6604,459.506,459.1906543,34,434.306,2,9,6,2,9,5,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6340>
8.3821,179.3819,693.732,693.2789967,50,656.436,2,5,3,2,11,10,262,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da63c0>
6.4712,104.943,330.512,330.2558803,24,296.24,0,2,2,0,2,14,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6440>
4.658,93.317,301.45,301.2173037,22,272.218,0,2,2,0,2,13,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da64c0>
2.5892,56.4407,195.693,195.0814771,13,181.581,1,1,1,1,2,0,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6540>
5.5408,136.6894,501.514,501.1699991,37,477.322,2,8,6,2,9,8,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da65c0>
3.3685,288.4667,1047.227,1046.501424,77,980.699,11,19,11,11,19,17,402,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6640>
2.99948,61.0155,270.21,270.0616122,19,261.138,2,4,3,2,7,2,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da66c0>
4.43818,105.421,349.393,349.1215121,27,334.273,0,4,4,0,4,3,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6740>
2.5835,198.1648,719.924,719.4257992,52,662.468,4,12,8,4,12,20,284,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da67c0>
-8.6086,365.7416,1524.751,1523.375368,101,1447.135,19,36,28,19,42,13,552,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6840>
-9.0417,322.0001,1361.575,1360.312039,89,1293.031,17,33,26,17,39,9,490,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da68c0>
2.7722,113.2776,396.516,396.161997,28,372.324,5,6,6,5,7,9,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6940>
2.4318,128.0187,483.96,483.1785654,34,457.752,3,10,9,3,11,9,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da69c0>
5.6888,113.1966,482.821,482.0768809,33,467.701,3,7,4,3,12,5,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6a40>
2.9463,114.2673,446.882,446.1176023,31,424.706,1,6,6,1,8,7,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6ac0>
6.0007,212.5451,776.042,775.3549598,54,722.618,3,12,10,3,14,19,290,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6b40>
4.6668,130.5232,484.663,484.1610769,33,454.423,1,5,6,1,7,9,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6bc0>
1.54478,86.6707,312.377,312.1698593,23,292.217,1,7,5,1,7,3,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6c40>
3.99248,112.5912,464.444,464.0930096,32,448.316,1,6,4,1,11,3,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6cc0>
3.73178,107.7189,450.417,450.0773596,31,436.305,2,6,4,2,11,3,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6d40>
5.19038,143.3557,530.456,529.1647451,36,501.224,1,8,8,1,10,9,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6dc0>
4.45602,142.3172,532.57,532.2198441,39,505.354,1,7,6,1,10,4,200,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6e40>
2.5807,139.2516,545.629,545.2624818,39,506.317,2,10,10,2,10,9,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6ec0>
7.1305,155.2958,555.516,554.1568903,37,524.268,1,4,4,1,5,8,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6f40>
-0.33,67.5261,273.248,273.0749558,20,262.16,3,7,5,3,7,1,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da6fc0>
5.6457,113.1598,378.899,378.1386577,27,355.715,1,2,2,1,3,8,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7040>
5.3649,128.8129,519.574,519.1010515,35,499.414,3,7,7,3,12,5,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da70c0>
-0.33,67.5261,273.248,273.0749558,20,262.16,3,7,5,3,7,1,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7140>
3.94012,148.7574,615.403,615.0778804,37,592.219,2,9,8,2,11,5,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da71c0>
2.625,102.4192,437.451,437.0239084,29,422.331,2,9,7,2,11,7,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7240>
0.39448,95.6244,339.399,339.1695249,25,318.231,2,7,7,2,7,3,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da72c0>
2.96832,116.4182,444.524,444.1406731,31,419.324,4,5,6,4,7,5,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7340>
6.0533,149.938,530.661,530.2668389,39,492.357,0,6,6,0,6,17,206,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da73c0>
4.6081,127.2641,486.436,485.1735785,32,453.172,4,6,6,4,8,16,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7440>
1.9437,65.719,223.296,223.1441043,16,204.144,0,4,2,0,4,2,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da74c0>
-0.021,35.153,135.142,135.045153,10,128.086,0,2,2,0,2,2,52,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7540>
3.673,81.3956,277.323,277.1102787,21,262.203,2,3,3,2,3,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da75c0>
4.1743,74.9264,295.304,295.1183988,21,279.176,2,2,2,2,5,5,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7640>
4.1743,74.9264,295.304,295.1183988,21,279.176,2,2,2,2,5,5,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da76c0>
1.5853,85.3907,308.378,308.1736072,22,284.186,3,6,5,3,6,8,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7740>
1.5853,85.3907,308.378,308.1736072,22,284.186,3,6,5,3,6,8,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da77c0>
-1.1599,26.3625,123.091,123.0200009,9,120.067,0,4,4,0,4,1,46,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7840>
2.4427,113.6888,422.424,422.1615001,31,403.272,4,10,9,4,11,4,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da78c0>
3.5727,126.7262,588.282,585.9633483,32,568.122,2,10,8,2,13,11,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7940>
2.5318,112.6199,546.201,543.9163981,29,532.089,3,10,8,3,13,8,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da79c0>
3.86424,91.5637,298.455,298.1503697,21,276.279,1,2,3,1,3,3,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7a40>
4.3899,130.4064,485.947,485.1629956,34,460.747,2,8,7,2,10,8,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7ac0>
1.7714,73.2094,246.354,246.1732133,18,224.178,2,3,2,2,3,5,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7b40>
2.4929,73.2702,254.289,254.1055277,19,240.177,3,4,2,3,4,0,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7bc0>
3.0637,82.8174,296.326,296.1160924,22,280.198,2,5,3,2,5,1,112,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7c40>
1.3528,99.8835,419.384,419.1292771,30,400.232,2,8,6,2,10,3,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7cc0>
4.2173,126.7354,440.507,440.196074,33,416.315,2,8,7,2,8,5,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7d40>
-1.5345,26.163,129.091,129.0193322,9,124.051,0,4,4,0,4,2,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7dc0>
-0.1114,33.172,144.126,144.0422587,10,136.062,0,4,4,0,4,2,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7e40>
1.6565,125.2067,529.458,529.1625444,36,500.226,3,12,10,3,14,10,198,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7ec0>
-3.6616,81.694,496.126,495.9507355,30,484.03,2,16,15,2,20,8,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8da7f40>
5.25412,198.5522,749.956,749.2916908,52,702.58,2,12,10,2,14,8,278,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0040>
5.14,127.9932,428.596,428.2584057,32,394.324,1,3,2,1,3,8,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db00c0>
6.33102,141.3876,470.613,470.2569429,35,436.341,2,5,5,2,5,7,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0140>
5.06088,90.308,354.287,352.9614946,21,345.215,0,3,5,0,7,2,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db01c0>
4.049,156.3008,582.816,582.4342982,40,520.32,1,10,10,1,10,37,242,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0240>
-1.8739,99.0041,426.456,426.0547488,28,410.328,3,11,11,3,13,7,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db02c0>
-0.628,96.9049,388.425,388.0972653,27,370.281,4,8,7,4,9,5,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0340>
-1.5603,107.9795,461.505,461.0707332,31,444.369,2,11,11,2,13,7,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db03c0>
0.8207,131.3424,529.542,529.1947962,38,498.294,7,11,11,7,11,4,204,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0440>
3.0299,91.1328,319.445,319.2147438,23,290.213,1,4,4,1,4,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db04c0>
3.0299,91.1328,319.445,319.2147438,23,290.213,1,4,4,1,4,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0540>
-4.4514,88.2653,519.149,518.9615543,32,507.053,5,19,19,5,22,8,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db05c0>
-3.0048,95.7934,513.189,512.9873751,32,499.077,4,17,16,4,20,8,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0640>
-2.5264,90.4997,539.586,538.9233309,32,529.506,3,17,17,3,22,8,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db06c0>
3.497,124.5336,470.606,470.2668389,34,432.302,2,6,6,2,6,3,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0740>
2.0092,64.8284,265.25,265.0157267,18,258.194,2,7,6,2,8,3,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db07c0>
-1.7037,58.1609,271.173,271.0481376,18,261.093,2,9,9,2,10,5,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0840>
-4.1479,85.4614,491.139,490.9666397,30,479.043,4,18,17,4,21,11,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db08c0>
-4.1479,85.4614,491.139,490.9666397,30,479.043,4,18,17,4,21,11,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0940>
2.3219,119.949,445.503,445.1993622,33,420.303,2,9,8,2,9,8,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db09c0>
2.2257,108.3114,457.465,457.1843469,32,429.241,3,6,6,3,9,11,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0a40>
3.7245,92.8875,326.827,326.1185909,23,307.675,2,3,3,2,4,0,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0ac0>
1.5255,71.2548,251.721,251.0937731,17,237.609,4,5,5,4,6,1,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0b40>
-0.2733,40.6813,168.16,168.0759589,12,160.096,4,7,4,4,7,3,64,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0bc0>
5.07742,227.264,835.008,834.4415088,60,772.512,7,15,14,7,15,4,328,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0c40>
2.4929,73.2702,254.289,254.1055277,19,240.177,3,4,2,3,4,0,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0cc0>
-2.8306,59.373,324.157,324.0169773,21,314.077,2,10,9,2,12,4,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0d40>
-3.8606,76.756,482.099,481.9350854,29,472.019,2,16,15,2,20,8,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0dc0>
2.2588,73.6878,281.337,281.0834123,19,266.217,2,6,4,2,7,4,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0e40>
4.3958,79.2837,265.828,265.1597274,18,241.636,1,1,1,1,2,5,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0ec0>
4.3958,79.2837,265.828,265.1597274,18,241.636,1,1,1,1,2,5,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0f40>
4.1351,74.4114,251.801,251.1440774,17,229.625,2,1,1,2,2,4,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db0fc0>
4.1351,74.4114,251.801,251.1440774,17,229.625,2,1,1,2,2,4,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1040>
-3.4843,88.6954,489.167,488.9873751,30,475.055,4,17,16,4,20,11,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db10c0>
-3.4843,88.6954,489.167,488.9873751,30,475.055,4,17,16,4,20,11,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1140>
-3.4408,66.0332,356.144,356.006523,22,344.048,3,12,12,3,14,8,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db11c0>
2.6183,89.3565,322.409,322.0907233,23,306.281,0,3,4,0,4,1,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1240>
1.9847,106.2294,389.512,389.2333477,28,356.248,3,5,5,3,5,12,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db12c0>
-2.7711,80.2189,465.166,464.921998,27,455.086,2,15,16,2,19,8,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1340>
-0.3746,102.1597,400.475,400.2009192,29,372.251,1,7,6,1,7,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db13c0>
-2.9506,70.0232,420.134,419.982594,26,410.054,3,13,13,3,17,6,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1440>
-3.4656,78.7147,499.105,498.941648,30,489.025,3,16,16,3,21,8,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db14c0>
-3.5088,79.4546,461.113,460.956075,28,451.033,3,17,16,3,20,10,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1540>
3.138,114.3312,435.895,435.1341751,31,415.735,1,8,7,1,9,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db15c0>
3.2018,102.1861,388.42,388.1634365,28,364.228,1,8,7,1,8,6,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1640>
1.7582,125.5125,467.542,467.2187603,34,436.294,2,8,7,2,8,10,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db16c0>
2.3316,72.5156,249.354,249.172879,18,226.17,2,3,3,2,3,3,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1740>
2.6346,77.4028,263.381,263.188529,19,238.181,1,3,3,1,3,4,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db17c0>
2.3316,72.5156,249.354,249.172879,18,226.17,2,3,3,2,3,3,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1840>
2.6346,77.4028,263.381,263.188529,19,238.181,1,3,3,1,3,4,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db18c0>
2.3316,72.5156,249.354,249.172879,18,226.17,2,3,3,2,3,3,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1940>
2.6346,77.4028,263.381,263.188529,19,238.181,1,3,3,1,3,4,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db19c0>
2.3316,72.5156,249.354,249.172879,18,226.17,2,3,3,2,3,3,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1a40>
-0.7571,108.9277,436.555,436.113761,29,412.363,1,7,8,1,9,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1ac0>
-2.4744,90.2207,521.596,520.9327527,31,510.508,3,17,17,3,21,8,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1b40>
-0.1454,40.3941,134.248,134.0877694,8,120.136,3,2,3,3,3,5,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1bc0>
-2.6816,76.9949,447.126,446.965577,27,435.03,2,15,15,2,18,8,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1c40>
-1.2073,82.3047,338.404,338.1852691,24,312.196,1,7,6,1,7,7,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1cc0>
-2.3875,82.2342,472.136,471.960826,29,461.048,1,16,15,1,19,8,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1d40>
-4.0179,86.5585,521.14,520.9572178,32,510.052,4,18,18,4,22,8,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1dc0>
-1.8409,62.7028,285.235,285.0873321,20,273.139,5,9,9,5,10,2,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1e40>
1.5204,77.21,296.799,296.051751,19,281.679,0,3,4,0,5,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1ec0>
1.5204,77.21,296.799,296.051751,19,281.679,0,3,4,0,5,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1f40>
3.0902,103.8576,428.903,428.1565935,29,401.687,2,4,4,2,7,2,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db1fc0>
2.827,114.1293,434.493,434.2101834,30,401.229,1,6,4,1,7,9,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2040>
4.1862,90.8517,300.833,300.1393264,21,279.665,1,2,2,1,3,4,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db20c0>
-0.7647,97.5427,386.448,386.1852691,28,360.24,1,7,6,1,7,8,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2140>
-0.5808,105.6467,408.454,408.169619,30,384.262,1,7,6,1,7,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db21c0>
-0.5748,102.6047,394.427,394.153969,29,372.251,1,7,6,1,7,8,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2240>
2.771,116.5886,435.581,435.2752125,31,396.269,2,6,6,2,6,10,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db22c0>
0.1434,57.7472,282.386,281.936022,14,272.306,2,6,6,2,10,7,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2340>
2.3809,111.9716,421.554,421.2595625,30,384.258,2,6,6,2,6,10,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db23c0>
1.1408,59.211,215.228,215.0713678,16,204.14,0,3,3,0,3,3,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2440>
2.5305,99.2256,367.506,367.2489978,26,332.226,2,5,5,2,5,13,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db24c0>
2.1354,93.8122,328.412,328.1786926,24,304.22,5,5,4,5,5,8,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2540>
2.1354,93.8122,328.412,328.1786926,24,304.22,5,5,4,5,5,8,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db25c0>
2.1354,93.8122,328.412,328.1786926,24,304.22,5,5,4,5,5,8,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2640>
2.323,63.0259,292.213,292.0670915,20,281.125,2,6,4,2,9,3,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db26c0>
-0.83353,66.6867,289.317,289.084475,19,274.197,4,9,8,4,10,3,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2740>
5.6539,114.9547,357.497,357.2092645,27,330.281,1,2,2,1,2,8,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db27c0>
4.0153,94.712,339.411,339.0860526,24,323.283,0,2,3,0,4,4,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2840>
3.1295,77.0297,270.719,270.0559907,19,259.631,1,3,2,1,4,1,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db28c0>
5.6295,134.0827,492.591,492.2424358,36,459.327,1,6,5,1,7,5,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2940>
2.8333,449.4401,1815.708,1813.601281,128,1715.916,20,38,30,20,40,22,684,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db29c0>
2.4846,89.6858,348.397,348.1761678,25,326.221,1,5,5,1,7,5,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2a40>
0.0434,38.7958,151.933,152.0444881,11,145.885,1,2,2,1,4,0,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2ac0>
3.1605,442.6206,1792.117,1789.55683,125,1695.349,21,36,29,21,39,19,668,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2b40>
2.4342,117.8605,460.508,460.1304221,32,436.316,1,9,7,1,10,8,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2bc0>
1.3957,92.1238,370.344,370.1189666,27,355.224,1,9,8,1,10,4,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2c40>
0.2487,98.5965,448.307,448.0707442,31,434.195,0,12,11,0,14,6,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2cc0>
